R,G,B,y
63,2,0,1
5,18,26,0
1,1,1,0
252,250,251,0
76,2,0,1
6,19,27,0
1,1,1,0
252,250,251,0
235,7,6,1
89,0,0,1
6,19,25,0
1,1,1,0
252,250,251,0
235,7,6,1
117,8,5,1
7,20,26,0
1,1,1,0
252,250,251,0
236,6,8,1
145,21,13,1
7,20,26,0
1,1,1,0
252,250,251,0
235,5,7,1
172,32,17,1
8,21,27,0
1,1,1,0
252,250,251,0
195,36,17,1
11,21,30,0
1,1,1,0
252,250,251,0
235,5,7,1
208,33,14,1
9,24,31,0
1,1,1,0
252,250,251,0
234,6,7,1
217,28,9,1
5,30,35,0
1,1,1,0
252,250,251,0
233,7,8,1
224,24,9,1
6,29,37,0
1,1,1,0
251,249,250,0
231,7,7,1
229,20,13,1
14,27,36,0
1,1,1,0
251,249,250,0
233,18,16,1
23,22,36,0
1,1,1,0
250,248,249,0
227,12,9,1
235,17,18,1
32,18,35,0
1,1,1,0
250,248,249,0
226,14,10,1
235,14,19,1
41,14,33,0
1,1,1,0
250,248,249,0
224,17,9,1
234,14,16,1
50,12,33,0
1,1,1,0
250,248,249,0
221,19,9,1
233,15,14,1
65,7,32,0
1,1,1,0
250,248,249,0
230,15,12,1
105,11,47,0
1,1,1,0
250,248,249,0
218,20,9,1
230,17,13,1
136,15,58,0
1,1,1,0
250,248,249,0
218,18,5,1
231,17,15,1
163,22,74,0
1,1,1,0
249,247,248,0
219,17,5,1
228,20,18,1
181,22,80,0
2,2,2,0
249,247,248,0
221,14,4,1
219,21,18,1
195,16,81,0
2,2,2,0
248,246,247,0
209,24,21,1
207,13,84,0
2,2,2,0
248,246,247,0
223,10,4,1
200,28,24,1
212,12,85,0
0,0,0,0
247,247,247,0
221,10,3,1
190,33,26,1
215,10,85,0
0,0,0,0
247,247,247,0
220,8,4,1
180,36,28,1
213,11,87,0
1,1,1,0
247,247,247,0
216,9,3,1
174,39,33,1
213,11,87,0
1,1,1,0
247,247,247,0
146,22,14,1
213,10,89,0
1,1,1,0
246,246,246,0
209,7,3,1
138,19,11,1
213,10,89,0
1,1,1,0
246,246,246,0
202,4,1,1
131,18,10,1
215,10,89,0
1,1,1,0
246,246,246,0
196,4,1,1
126,18,8,1
215,10,89,0
1,1,1,0
246,246,246,0
190,9,2,1
121,17,6,1
216,9,91,0
1,1,1,0
246,246,246,0
121,20,8,1
216,9,91,0
1,1,1,0
247,247,247,0
172,10,0,1
121,23,10,1
215,10,89,0
1,1,1,0
246,246,246,0
168,15,1,1
119,22,13,1
215,10,89,0
1,1,1,0
246,246,246,0
165,15,0,1
139,39,41,1
213,10,89,0
1,1,1,0
245,245,245,0
162,17,0,1
147,50,57,1
214,11,90,0
1,1,1,0
242,242,242,0
214,20,11,1
34,42,45,0
0,0,0,0
251,251,251,0
213,26,19,1
204,20,8,1
30,38,41,0
0,0,0,0
251,251,251,0
211,26,21,1
199,27,15,1
23,31,34,0
0,0,0,0
251,251,251,0
207,28,21,1
185,29,17,1
22,30,33,0
0,0,0,0
251,251,251,0
199,28,18,1
163,21,11,1
24,34,36,0
0,0,0,0
251,251,251,0
144,16,7,1
27,37,39,0
0,0,0,0
251,251,251,0
181,29,16,1
130,11,3,1
32,41,46,0
0,0,0,0
251,251,251,0
176,33,19,1
113,4,0,1
33,42,47,0
0,0,0,0
251,251,251,0
170,30,17,1
99,0,0,1
32,41,46,0
0,0,0,0
252,252,252,0
160,27,12,1
93,2,0,1
25,36,40,0
0,0,0,0
252,252,252,0
87,4,0,1
17,28,32,0
0,0,0,0
253,251,252,0
149,18,0,1
81,2,0,1
22,33,37,0
0,0,0,0
253,251,252,0
144,11,0,1
76,1,0,1
30,41,45,0
1,1,1,0
252,250,251,0
148,7,0,1
76,3,0,1
32,43,47,0
1,1,1,0
252,250,251,0
160,7,0,1
79,6,0,1
35,48,56,0
1,1,1,0
252,250,251,0
87,6,2,1
30,43,51,0
1,1,1,0
252,250,251,0
197,19,7,1
89,0,0,1
23,36,42,0
1,1,1,0
254,250,251,0
211,20,10,1
107,0,0,1
21,32,38,0
1,1,1,0
254,250,251,0
219,18,10,1
129,12,3,1
19,32,38,0
1,1,1,0
254,250,251,0
223,16,10,1
155,25,11,1
22,35,41,0
1,1,1,0
254,250,251,0
179,34,15,1
28,38,47,0
1,1,1,0
252,250,251,0
226,17,12,1
198,35,16,1
28,43,50,0
1,1,1,0
252,250,251,0
226,17,10,1
214,33,16,1
14,39,44,0
1,1,1,0
252,250,251,0
227,18,11,1
226,28,15,1
14,34,41,0
1,1,1,0
251,249,250,0
231,20,13,1
227,18,11,1
18,24,36,0
1,1,1,0
251,249,250,0
233,15,14,1
27,16,33,0
1,1,1,0
250,248,249,0
233,18,13,1
234,14,16,1
39,7,30,0
1,1,1,0
250,248,249,0
231,16,11,1
235,12,17,1
53,5,31,0
1,1,1,0
250,248,249,0
232,13,9,1
232,12,14,1
71,8,37,0
1,1,1,0
250,248,249,0
233,11,8,1
232,12,12,1
94,7,42,0
1,1,1,0
250,248,249,0
231,13,11,1
140,17,64,0
1,1,1,0
250,248,249,0
236,11,9,1
229,14,12,1
166,17,72,0
1,1,1,0
250,248,249,0
235,10,8,1
218,5,7,1
185,21,82,0
2,2,2,0
249,247,248,0
234,9,7,1
221,18,21,1
195,19,84,0
2,2,2,0
249,247,248,0
232,7,5,1
213,25,26,1
205,14,84,0
2,2,2,0
249,247,248,0
198,26,26,1
213,12,88,0
2,2,2,0
248,246,247,0
231,6,4,1
172,20,17,1
214,12,88,0
2,2,2,0
247,247,247,0
231,6,4,1
155,21,18,1
213,11,87,0
2,2,2,0
247,247,247,0
233,8,6,1
139,21,17,1
212,11,89,0
2,2,2,0
247,247,247,0
235,10,8,1
127,22,18,1
210,12,89,0
2,2,2,0
247,247,247,0
117,19,16,1
210,12,91,0
2,2,2,0
247,247,247,0
238,13,11,1
108,17,14,1
212,11,91,0
2,2,2,0
246,246,246,0
237,13,11,1
100,10,9,1
212,11,91,0
2,2,2,0
246,246,246,0
237,13,11,1
95,10,7,1
213,10,91,0
2,2,2,0
246,246,246,0
236,14,11,1
87,4,0,1
213,10,92,0
2,2,2,0
245,245,245,0
90,9,5,1
213,10,91,0
2,2,2,0
245,245,245,0
232,15,10,1
96,17,10,1
215,10,89,0
2,2,2,0
245,245,245,0
232,15,10,1
109,28,24,1
215,10,89,0
2,2,2,0
246,246,246,0
230,15,10,1
129,40,42,1
215,10,89,0
2,2,2,0
245,245,245,0
229,16,10,1
140,51,57,1
216,11,90,0
1,1,1,0
245,245,245,0
219,18,11,1
46,54,57,0
0,0,0,0
251,251,251,0
231,18,12,1
211,17,8,1
40,48,51,0
0,0,0,0
251,251,251,0
233,18,13,1
205,23,12,1
32,40,43,0
0,0,0,0
251,251,251,0
236,19,14,1
196,24,14,1
31,39,42,0
0,0,0,0
251,251,251,0
238,19,15,1
176,18,9,1
33,43,45,0
0,0,0,0
251,251,251,0
162,13,6,1
37,47,49,0
0,0,0,0
251,251,251,0
235,20,15,1
151,12,5,1
49,58,63,0
0,0,0,0
251,251,251,0
233,18,13,1
138,6,2,1
52,61,66,0
0,0,0,0
251,251,251,0
232,17,12,1
127,3,1,1
49,60,64,0
0,0,0,0
252,252,252,0
233,16,11,1
121,6,3,1
41,52,56,0
0,0,0,0
252,252,252,0
117,8,5,1
27,38,42,0
0,0,0,0
253,251,252,0
235,10,8,1
110,6,3,1
34,45,49,0
0,0,0,0
253,251,252,0
236,8,7,1
103,4,0,1
46,57,61,0
1,1,1,0
252,250,251,0
236,8,7,1
98,3,0,1
50,64,67,0
1,1,1,0
252,250,251,0
234,9,7,1
97,4,0,1
50,63,71,0
1,1,1,0
252,250,251,0
101,4,0,1
40,53,61,0
1,1,1,0
252,250,251,0
235,7,6,1
104,0,0,1
30,41,47,0
1,1,1,0
254,250,251,0
235,7,4,1
110,0,0,1
24,33,40,0
1,1,1,0
254,250,251,0
234,6,5,1
121,6,0,1
23,34,40,0
1,1,1,0
254,250,251,0
233,5,4,1
143,19,7,1
28,39,45,0
1,1,1,0
254,250,251,0
166,29,11,1
33,43,52,0
1,1,1,0
252,250,251,0
233,3,3,1
186,31,11,1
33,48,55,0
1,1,1,0
252,250,251,0
234,4,4,1
207,30,14,1
19,44,49,0
1,1,1,0
252,250,251,0
234,6,5,1
225,29,17,1
18,38,45,0
1,1,1,0
251,249,250,0
232,7,5,1
226,17,12,1
25,27,40,0
1,1,1,0
251,249,250,0
233,15,14,1
34,15,34,0
1,1,1,0
250,248,249,0
232,10,7,1
233,13,15,1
50,4,30,0
1,1,1,0
250,248,249,0
231,12,8,1
233,12,17,1
70,1,32,0
1,1,1,0
250,248,249,0
229,14,9,1
232,12,14,1
96,6,44,0
1,1,1,0
250,248,249,0
227,16,9,1
230,12,11,1
124,8,53,0
1,1,1,0
250,248,249,0
231,12,10,1
167,18,74,0
1,1,1,0
250,248,249,0
224,15,8,1
229,14,12,1
189,16,80,0
2,2,2,0
250,248,249,0
222,15,5,1
221,11,14,1
200,17,84,0
2,2,2,0
249,247,248,0
222,14,4,1
221,22,27,1
208,14,85,0
2,2,2,0
249,247,248,0
223,12,5,1
207,24,28,1
213,11,87,0
2,2,2,0
249,247,248,0
179,19,21,1
217,12,89,0
3,3,3,0
248,246,247,0
219,10,3,1
147,9,7,1
217,12,89,0
2,2,2,0
247,247,247,0
217,10,2,1
127,12,9,1
212,11,87,0
2,2,2,0
247,247,247,0
213,10,3,1
110,12,9,1
210,12,89,0
3,3,3,0
247,247,247,0
210,11,4,1
98,15,11,1
210,12,89,0
3,3,3,0
247,247,247,0
90,15,12,1
210,12,91,0
3,3,3,0
247,247,247,0
199,6,0,1
86,14,15,1
212,11,91,0
3,3,3,0
247,247,247,0
193,4,0,1
82,12,12,1
212,11,91,0
3,3,3,0
247,247,247,0
187,4,0,1
81,13,12,1
212,11,91,0
3,3,3,0
246,246,246,0
182,9,2,1
76,8,9,1
213,11,93,0
3,3,3,0
245,245,245,0
81,16,14,1
213,12,92,0
3,3,3,0
245,245,245,0
163,11,0,1
89,24,22,1
213,10,91,0
3,3,3,0
246,246,246,0
159,16,2,1
99,31,30,1
215,10,89,0
3,3,3,0
246,246,246,0
151,15,0,1
125,46,49,1
215,10,89,0
3,3,3,0
247,247,247,0
146,16,0,1
138,57,63,1
216,11,90,0
2,2,2,0
249,249,249,0
225,16,12,1
33,41,44,0
0,0,0,0
251,251,251,0
217,24,17,1
219,14,9,1
28,36,39,0
0,0,0,0
251,251,251,0
217,25,20,1
215,18,12,1
21,31,33,0
0,0,0,0
251,251,251,0
209,26,18,1
208,19,13,1
20,30,32,0
0,0,0,0
251,251,251,0
200,26,15,1
194,15,10,1
23,33,35,0
0,0,0,0
251,251,251,0
186,14,10,1
26,36,38,0
0,0,0,0
251,251,251,0
184,28,15,1
179,15,13,1
26,37,41,0
0,0,0,0
251,251,251,0
182,32,18,1
171,13,10,1
22,33,37,0
0,0,0,0
251,251,251,0
177,34,18,1
163,11,10,1
20,31,35,0
0,0,0,0
252,252,252,0
173,33,16,1
159,13,13,1
19,30,34,0
0,0,0,0
252,252,252,0
154,14,13,1
6,20,23,0
0,0,0,0
253,251,252,0
167,32,13,1
148,13,10,1
12,26,29,0
0,0,0,0
253,251,252,0
161,24,5,1
138,8,6,1
20,34,37,0
1,1,1,0
252,250,251,0
160,18,0,1
130,5,1,1
24,38,41,0
1,1,1,0
252,250,251,0
171,16,0,1
126,3,0,1
33,43,52,0
1,1,1,0
252,250,251,0
124,2,0,1
30,39,48,0
1,1,1,0
252,250,251,0
205,25,11,1
129,7,6,1
25,32,42,0
1,1,1,0
254,250,251,0
216,25,15,1
121,0,0,1
22,26,37,0
1,1,1,0
254,250,251,0
223,22,14,1
121,0,0,1
18,25,33,0
1,1,1,0
254,250,251,0
227,20,14,1
134,10,0,1
20,29,36,0
1,1,1,0
254,250,251,0
155,19,3,1
25,34,43,0
1,1,1,0
252,250,251,0
228,19,14,1
173,22,5,1
25,40,47,0
1,1,1,0
252,250,251,0
227,18,11,1
197,24,8,1
22,47,52,0
1,1,1,0
252,250,251,0
229,18,11,1
219,27,16,1
21,41,48,0
1,1,1,0
251,249,250,0
231,18,12,1
226,17,12,1
32,30,43,0
1,1,1,0
251,249,250,0
232,14,13,1
47,19,41,0
1,1,1,0
250,248,249,0
233,18,13,1
232,14,15,1
68,9,39,0
1,1,1,0
250,248,249,0
233,16,11,1
231,12,16,1
93,5,43,0
1,1,1,0
250,248,249,0
233,11,8,1
229,13,14,1
123,10,56,0
1,1,1,0
250,248,249,0
233,9,7,1
229,14,12,1
155,12,66,0
1,1,1,0
250,248,249,0
231,13,11,1
189,16,82,0
1,1,1,0
250,248,249,0
235,10,8,1
229,14,12,1
205,11,84,0
2,2,2,0
250,248,249,0
236,8,7,1
227,18,21,1
211,10,86,0
2,2,2,0
249,247,248,0
235,7,6,1
221,25,29,1
216,9,87,0
2,2,2,0
249,247,248,0
233,8,6,1
199,23,26,1
219,8,89,0
3,3,3,0
249,247,248,0
168,14,14,1
220,9,90,0
3,3,3,0
249,247,248,0
231,6,4,1
132,4,3,1
216,9,89,0
3,3,3,0
247,247,247,0
230,5,3,1
111,7,4,1
212,9,88,0
3,3,3,0
247,247,247,0
231,6,4,1
91,6,3,1
212,11,91,0
3,3,3,0
247,247,247,0
234,9,7,1
76,6,4,1
210,12,91,0
3,3,3,0
247,247,247,0
74,13,12,1
213,10,92,0
3,3,3,0
247,247,247,0
238,13,11,1
72,13,15,1
213,10,92,0
3,3,3,0
247,247,247,0
237,13,11,1
72,16,17,1
213,10,92,0
3,3,3,0
247,247,247,0
237,13,11,1
73,17,18,1
213,10,92,0
3,3,3,0
247,247,247,0
236,14,11,1
69,13,16,1
213,11,93,0
4,4,4,0
246,246,246,0
81,22,24,1
213,12,92,0
4,4,4,0
246,246,246,0
234,15,11,1
91,32,34,1
213,10,91,0
4,4,4,0
246,246,246,0
233,16,11,1
96,34,35,1
215,10,89,0
4,4,4,0
246,246,246,0
231,16,11,1
121,50,54,1
215,10,89,0
4,4,4,0
247,247,247,0
231,16,11,1
135,63,67,1
216,11,90,0
3,3,3,0
250,250,250,0
227,13,13,1
23,31,34,0
0,0,0,0
251,251,251,0
231,18,12,1
225,11,9,1
20,28,31,0
0,0,0,0
251,251,251,0
233,18,13,1
222,14,12,1
16,24,27,0
0,0,0,0
251,251,251,0
236,19,14,1
217,15,13,1
17,25,28,0
0,0,0,0
251,251,251,0
237,20,15,1
208,13,11,1
19,29,31,0
0,0,0,0
251,251,251,0
204,15,13,1
20,29,34,0
0,0,0,0
251,251,251,0
235,22,16,1
201,17,15,1
16,27,31,0
0,0,0,0
251,251,251,0
235,20,15,1
196,16,15,1
5,16,22,0
0,0,0,0
251,251,251,0
234,17,12,1
191,15,15,1
1,12,18,0
0,0,0,0
252,252,252,0
234,15,11,1
190,18,18,1
10,21,27,0
0,0,0,0
252,252,252,0
186,18,18,1
7,18,24,0
0,0,0,0
253,251,252,0
236,11,7,1
181,17,16,1
12,23,29,0
0,0,0,0
253,251,252,0
237,9,8,1
173,13,13,1
11,22,28,0
1,1,1,0
252,250,251,0
236,8,5,1
165,11,9,1
9,20,26,0
1,1,1,0
252,250,251,0
234,9,7,1
159,10,6,1
4,13,20,0
1,1,1,0
252,250,251,0
155,10,7,1
12,19,29,0
1,1,1,0
252,250,251,0
236,8,5,1
155,13,11,1
20,22,34,0
1,1,1,0
254,250,251,0
235,7,4,1
138,3,0,1
20,22,34,0
1,1,1,0
254,250,251,0
234,6,5,1
131,0,0,1
14,18,27,0
1,1,1,0
254,250,251,0
234,4,4,1
137,3,0,1
10,17,25,0
1,1,1,0
254,250,251,0
151,9,0,1
13,22,31,0
1,1,1,0
252,250,251,0
232,2,2,1
168,12,0,1
16,29,37,0
1,1,1,0
252,250,251,0
235,3,3,1
191,15,2,1
32,51,57,0
1,1,1,0
252,250,251,0
233,3,3,1
212,18,8,1
34,43,52,0
1,1,1,0
251,249,250,0
234,4,4,1
224,17,11,1
45,28,46,0
1,1,1,0
251,249,250,0
229,14,11,1
63,17,43,0
1,1,1,0
250,248,249,0
233,8,6,1
232,14,15,1
88,8,45,0
1,1,1,0
250,248,249,0
233,9,7,1
230,14,17,1
119,7,53,0
1,1,1,0
250,248,249,0
233,11,8,1
228,14,14,1
153,14,69,0
1,1,1,0
250,248,249,0
231,12,8,1
229,14,12,1
184,20,81,0
1,1,1,0
250,248,249,0
232,14,12,1
204,14,86,0
1,1,1,0
250,248,249,0
227,12,7,1
230,15,13,1
214,9,86,0
2,2,2,0
250,248,249,0
227,13,5,1
230,21,24,1
217,9,87,0
2,2,2,0
249,247,248,0
226,12,4,1
222,26,28,1
220,7,87,0
3,3,3,0
249,247,248,0
225,10,5,1
200,21,24,1
219,6,88,0
3,3,3,0
249,247,248,0
169,15,15,1
219,6,88,0
3,3,3,0
249,247,248,0
219,10,3,1
133,5,4,1
216,7,88,0
4,4,4,0
247,247,247,0
214,11,4,1
111,7,6,1
215,10,89,0
4,4,4,0
247,247,247,0
209,12,4,1
91,10,7,1
213,10,91,0
4,4,4,0
247,247,247,0
206,13,4,1
79,15,13,1
212,11,91,0
5,5,5,0
247,247,247,0
71,17,17,1
213,10,92,0
5,5,5,0
247,247,247,0
191,7,0,1
67,19,19,1
215,9,92,0
5,5,5,0
247,247,247,0
188,7,0,1
68,22,24,1
215,9,92,0
5,5,5,0
247,247,247,0
180,7,0,1
68,22,24,1
213,10,92,0
5,5,5,0
247,247,247,0
172,9,0,1
65,19,21,1
214,11,93,0
5,5,5,0
245,245,245,0
76,27,30,1
213,11,93,0
5,5,5,0
245,245,245,0
155,13,1,1
89,39,40,1
213,10,91,0
5,5,5,0
245,245,245,0
148,16,3,1
97,42,45,1
215,10,89,0
5,5,5,0
242,242,242,0
139,17,2,1
121,59,62,1
215,10,89,0
4,4,4,0
243,243,243,0
131,18,2,1
134,68,72,1
216,11,90,0
4,4,4,0
247,247,247,0
224,10,12,1
16,21,27,0
0,0,0,0
251,251,251,0
220,21,14,1
224,8,9,1
17,22,28,0
0,0,0,0
251,251,251,0
219,26,19,1
224,10,12,1
17,22,26,0
0,0,0,0
251,251,251,0
212,25,16,1
221,11,12,1
17,22,26,0
0,0,0,0
251,251,251,0
202,24,12,1
216,10,10,1
14,21,27,0
1,1,1,0
252,250,251,0
214,12,12,1
13,22,27,0
1,1,1,0
252,250,251,0
185,23,10,1
213,13,13,1
10,21,27,0
1,1,1,0
252,250,251,0
180,27,13,1
211,13,14,1
10,20,29,0
1,1,1,0
252,250,251,0
180,30,15,1
212,14,15,1
10,18,29,0
1,1,1,0
252,250,251,0
178,33,16,1
210,14,16,1
9,17,28,0
1,1,1,0
252,250,251,0
208,15,16,1
10,17,27,0
1,1,1,0
252,250,251,0
178,35,18,1
206,16,16,1
9,16,26,0
1,1,1,0
252,250,251,0
178,33,16,1
202,16,17,1
9,16,26,0
0,0,0,0
252,250,251,0
179,28,11,1
197,17,16,1
9,16,24,0
0,0,0,0
252,250,251,0
188,25,10,1
194,19,16,1
9,16,24,0
0,0,0,0
252,250,251,0
190,21,16,1
8,15,23,0
0,0,0,0
252,250,251,0
215,29,17,1
178,15,10,1
10,13,22,0
1,1,1,0
252,250,251,0
225,28,20,1
166,9,2,1
13,16,25,0
1,1,1,0
252,250,251,0
228,25,18,1
155,2,0,1
13,17,26,0
1,1,1,0
252,250,251,0
231,24,18,1
154,1,0,1
10,17,25,0
1,1,1,0
252,250,251,0
162,4,0,1
13,22,29,0
1,1,1,0
252,248,249,0
230,21,16,1
176,8,0,1
21,30,37,0
1,1,1,0
252,248,249,0
230,19,12,1
194,10,0,1
50,53,62,0
1,1,1,0
252,248,249,0
229,18,11,1
209,12,3,1
52,38,53,0
1,1,1,0
252,248,249,0
231,18,12,1
224,15,10,1
64,22,46,0
2,2,2,0
250,248,249,0
227,14,10,1
87,13,48,0
2,2,2,0
250,248,249,0
234,19,14,1
229,13,14,1
119,12,58,0
2,2,2,0
250,248,249,0
234,17,12,1
229,13,14,1
150,13,67,0
2,2,2,0
250,248,249,0
234,12,9,1
228,14,16,1
177,14,77,0
2,2,2,0
250,248,249,0
234,10,8,1
230,14,15,1
195,14,83,0
2,2,2,0
250,248,249,0
233,15,14,1
207,11,85,0
2,2,2,0
250,248,249,0
236,8,7,1
231,16,14,1
213,8,85,0
2,2,2,0
249,247,248,0
237,7,7,1
234,22,21,1
215,7,85,0
3,3,3,0
249,247,248,0
235,7,6,1
224,24,24,1
218,7,86,0
4,4,4,0
248,246,247,0
233,8,6,1
206,22,22,1
219,6,88,0
5,5,5,0
248,246,247,0
182,19,20,1
219,6,88,0
5,5,5,0
248,246,247,0
231,6,4,1
144,8,8,1
218,7,88,0
5,5,5,0
247,247,247,0
230,5,3,1
118,6,5,1
216,7,88,0
5,5,5,0
247,247,247,0
231,6,4,1
98,12,11,1
216,9,91,0
5,5,5,0
247,247,247,0
233,8,6,1
92,27,25,1
215,9,91,0
5,5,5,0
247,247,247,0
73,22,21,1
213,10,91,0
6,6,6,0
247,247,247,0
237,12,10,1
68,26,27,1
213,10,91,0
6,6,6,0
247,247,247,0
237,13,11,1
72,33,34,1
215,9,92,0
6,6,6,0
246,246,246,0
237,13,11,1
71,35,35,1
215,9,92,0
6,6,6,0
246,246,246,0
236,14,11,1
73,35,34,1
215,9,92,0
5,5,5,0
244,244,244,0
83,43,43,1
215,9,92,0
6,6,6,0
245,245,245,0
235,16,12,1
105,61,60,1
213,10,91,0
7,7,7,0
246,246,246,0
234,17,12,1
119,71,71,1
213,10,91,0
6,6,6,0
242,242,242,0
234,17,12,1
157,102,105,1
213,10,91,0
5,5,5,0
249,249,249,0
233,18,13,1
160,101,105,1
214,11,92,0
4,4,4,0
242,242,242,0
222,7,12,1
16,21,27,0
0,0,0,0
251,251,251,0
234,19,14,1
224,8,11,1
16,21,27,0
0,0,0,0
251,251,251,0
234,19,14,1
224,10,12,1
16,21,25,0
0,0,0,0
251,251,251,0
235,20,15,1
224,10,12,1
16,21,25,0
0,0,0,0
251,251,251,0
236,22,14,1
222,9,11,1
13,22,27,0
1,1,1,0
252,250,251,0
220,10,11,1
13,22,27,0
1,1,1,0
252,250,251,0
236,23,15,1
219,9,10,1
10,21,27,0
1,1,1,0
252,250,251,0
235,21,13,1
220,10,11,1
10,20,29,0
1,1,1,0
252,250,251,0
235,18,11,1
223,10,12,1
10,18,29,0
1,1,1,0
252,250,251,0
237,15,10,1
221,11,12,1
9,17,28,0
1,1,1,0
252,250,251,0
221,11,12,1
10,16,28,0
1,1,1,0
252,250,251,0
237,12,6,1
218,12,12,1
9,16,26,0
1,1,1,0
252,250,251,0
238,10,7,1
217,13,14,1
9,16,24,0
0,0,0,0
252,250,251,0
237,10,4,1
214,16,15,1
9,16,24,0
0,0,0,0
252,250,251,0
234,9,5,1
212,18,16,1
9,16,24,0
0,0,0,0
252,250,251,0
209,22,15,1
8,15,23,0
0,0,0,0
252,250,251,0
236,8,5,1
198,17,8,1
10,13,22,0
1,1,1,0
252,250,251,0
235,7,4,1
192,15,7,1
12,15,24,0
1,1,1,0
252,250,251,0
235,6,3,1
185,12,6,1
14,17,26,0
1,1,1,0
252,250,251,0
234,5,2,1
181,8,4,1
14,17,26,0
1,1,1,0
252,250,251,0
185,7,5,1
18,21,30,0
1,1,1,0
252,248,249,0
234,2,0,1
195,12,8,1
31,28,39,0
1,1,1,0
252,248,249,0
236,2,1,1
206,13,6,1
55,37,53,0
1,1,1,0
252,248,249,0
235,3,1,1
215,12,5,1
65,25,49,0
1,1,1,0
252,248,249,0
236,4,4,1
222,13,8,1
85,15,49,0
2,2,2,0
250,248,249,0
227,12,9,1
114,13,57,0
2,2,2,0
250,248,249,0
236,6,6,1
228,13,11,1
147,14,67,0
2,2,2,0
250,248,249,0
236,8,7,1
228,12,13,1
175,15,77,0
2,2,2,0
250,248,249,0
235,10,8,1
229,13,16,1
194,15,83,0
2,2,2,0
250,248,249,0
234,10,8,1
232,14,15,1
206,12,85,0
2,2,2,0
250,248,249,0
234,14,14,1
210,9,85,0
2,2,2,0
250,248,249,0
232,10,7,1
233,15,14,1
213,8,85,0
2,2,2,0
249,247,248,0
231,9,6,1
236,22,22,1
214,7,85,0
3,3,3,0
249,247,248,0
231,9,6,1
227,21,23,1
216,8,86,0
4,4,4,0
248,246,247,0
228,9,5,1
214,24,26,1
218,7,88,0
5,5,5,0
248,246,247,0
200,30,33,1
218,7,88,0
5,5,5,0
248,246,247,0
218,11,5,1
170,24,27,1
218,7,88,0
6,6,6,0
247,247,247,0
211,13,4,1
137,16,21,1
216,7,88,0
6,6,6,0
247,247,247,0
206,13,4,1
110,15,19,1
216,9,91,0
5,5,5,0
247,247,247,0
199,15,5,1
96,26,28,1
215,9,91,0
5,5,5,0
247,247,247,0
78,28,31,1
213,10,91,0
6,6,6,0
247,247,247,0
184,10,1,1
86,47,48,1
213,10,91,0
7,7,7,0
247,247,247,0
183,12,5,1
97,67,67,1
215,9,92,0
8,8,8,0
246,246,246,0
174,11,4,1
100,74,73,1
215,9,92,0
9,9,9,0
246,246,246,0
161,8,0,1
111,83,80,1
216,8,92,0
7,7,7,0
249,249,249,0
127,96,94,1
215,9,92,0
7,7,7,0
243,243,243,0
145,13,1,1
152,117,115,1
213,10,91,0
7,7,7,0
242,242,242,0
136,16,2,1
172,130,131,1
212,11,91,0
7,7,7,0
244,244,244,0
127,17,4,1
208,159,162,1
213,10,91,0
6,6,6,0
243,243,243,0
120,18,4,1
194,143,148,1
214,11,92,0
5,5,5,0
229,229,229,0
219,9,12,1
14,21,27,0
0,0,0,0
251,251,251,0
224,19,14,1
221,11,14,1
13,20,26,0
0,0,0,0
251,251,251,0
220,23,15,1
223,10,14,1
13,21,24,0
0,0,0,0
251,251,251,0
212,24,13,1
223,10,14,1
12,22,24,0
0,0,0,0
251,251,251,0
205,23,12,1
223,10,12,1
12,22,24,0
1,1,1,0
252,250,251,0
222,9,11,1
11,22,26,0
1,1,1,0
252,250,251,0
188,20,7,1
222,8,8,1
10,21,25,0
1,1,1,0
252,250,251,0
182,20,7,1
224,8,9,1
10,21,27,0
1,1,1,0
252,250,251,0
180,23,8,1
227,9,10,1
9,20,26,0
1,1,1,0
252,250,251,0
181,28,12,1
227,9,10,1
9,20,26,0
1,1,1,0
252,250,251,0
226,8,7,1
9,18,25,0
1,1,1,0
252,250,251,0
182,31,14,1
224,9,7,1
9,18,23,0
1,1,1,0
252,250,251,0
186,33,17,1
223,9,7,1
7,18,20,0
0,0,0,0
252,250,251,0
192,32,16,1
219,11,7,1
7,18,20,0
0,0,0,0
252,250,251,0
199,29,14,1
216,13,7,1
6,17,23,0
0,0,0,0
252,250,251,0
213,15,6,1
7,16,23,0
0,0,0,0
252,250,251,0
222,28,19,1
213,17,5,1
10,14,23,0
1,1,1,0
252,250,251,0
229,28,21,1
211,17,7,1
12,15,24,0
1,1,1,0
252,250,251,0
231,27,20,1
208,15,10,1
16,16,26,0
1,1,1,0
252,250,251,0
233,26,20,1
206,12,12,1
18,15,26,0
1,1,1,0
252,250,251,0
207,11,13,1
27,16,30,0
1,1,1,0
250,248,249,0
231,22,17,1
213,13,15,1
44,21,39,0
1,1,1,0
250,248,249,0
231,20,13,1
219,14,11,1
66,22,47,0
1,1,1,0
250,248,249,0
230,19,12,1
222,13,8,1
84,14,48,0
1,1,1,0
250,248,249,0
231,18,12,1
225,12,8,1
109,10,54,0
2,2,2,0
250,248,249,0
226,11,8,1
141,12,66,0
2,2,2,0
250,248,249,0
234,17,12,1
229,11,10,1
172,16,77,0
2,2,2,0
250,248,249,0
234,15,11,1
231,11,13,1
193,16,84,0
2,2,2,0
250,248,249,0
234,12,9,1
232,11,16,1
204,12,85,0
